submitted_at,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,O,C,E,A,N,arquetipo,edad,genero,estado,municipio
16/07/2026 16:12:29,5,5,4,1,2,2,2,2,2,2,3,4,5,3,4,3,4,4,5,1,4.75,2.5,2.25,3.75,4.5,El Filósofo de Bolsillo,19,Masculino,Guanajuato,San Luis de la Paz
30/07/2026 16:32:39,4,5,5,3,2,2,3,3,3,4,5,1,4,4,3,1,2,1,1,5,4.25,2.5,4.25,4.0,1.25,El Carismático Estable,23,Femenino,Guanajuato,San Luis de la Paz
28/07/2026 03:22:08,3,3,3,3,5,5,5,1,3,2,2,3,4,4,3,2,3,2,3,3,3.0,5.0,2.5,3.75,2.75,El Arquitecto Silencioso,26,Otro,Guanajuato,Leon
05/07/2026 08:41:34,3,3,3,3,3,3,4,3,4,4,4,2,4,4,4,1,4,4,4,4,3.0,3.25,4.0,4.25,3.5,El Guardián Leal,25,Masculino,Jalisco,N/A
12/07/2026 06:46:32,4,3,4,1,1,2,2,5,3,3,3,4,4,4,4,5,2,2,1,3,4.0,1.5,2.75,3.25,2.0,El Explorador Distraído,28,Femenino,Jalisco,N/A
25/07/2026 07:45:41,5,5,4,3,2,2,2,4,4,4,4,3,3,4,4,2,3,3,3,2,4.25,2.0,3.75,3.75,3.25,El Explorador Distraído,18,Masculino,Guanajuato,Dolores Hidalgo
02/08/2026 12:34:14,2,2,2,4,4,3,4,2,3,2,3,3,4,5,4,1,3,3,3,4,2.0,3.75,2.75,4.5,2.75,El Guardián Leal,18,Otro,Guanajuato,Dolores Hidalgo
07/07/2026 22:35:25,4,2,3,3,5,4,4,3,3,3,3,3,5,5,5,1,3,3,3,3,3.0,4.0,3.0,5.0,3.0,El Guardián Leal,26,Femenino,Guanajuato,Salamanca
14/07/2026 15:32:43,3,3,3,3,5,4,4,1,1,1,2,4,4,3,3,4,3,2,3,3,3.0,4.5,1.5,3.0,2.75,El Arquitecto Silencioso,18,Masculino,Guanajuato,Silao
18/07/2026 06:38:30,5,5,5,1,3,3,2,4,3,4,4,2,3,4,4,3,3,3,2,2,5.0,2.5,3.75,3.5,3.0,El Explorador Distraído,25,Femenino,Guanajuato,Silao
18/07/2026 23:10:30,3,3,2,3,5,4,4,1,1,1,2,5,4,3,3,3,2,2,3,3,2.75,4.5,1.25,3.25,2.5,El Arquitecto Silencioso,22,Femenino,Guanajuato,Dolores Hidalgo
25/07/2026 03:22:00,2,3,3,3,3,3,3,2,3,3,4,3,4,5,5,1,4,4,4,3,2.75,3.25,3.25,4.75,3.75,El Guardián Leal,19,Masculino,Jalisco,N/A
10/07/2026 04:53:50,4,5,5,1,4,3,3,4,3,3,3,2,3,4,3,3,3,3,3,3,4.75,3.0,3.25,3.25,3.0,El Explorador Distraído,23,Femenino,Guanajuato,Celaya
21/07/2026 13:18:32,5,5,5,1,3,2,3,3,3,3,4,3,4,4,4,2,3,4,4,2,5.0,2.75,3.25,4.0,3.75,El Explorador Distraído,24,Femenino,Queretaro,N/A
30/07/2026 20:28:12,4,3,3,3,3,3,3,5,2,3,3,4,3,3,3,3,5,5,4,1,3.25,2.5,2.5,3.0,4.75,El Sensible Espontáneo,20,Masculino,Guanajuato,Irapuato
16/07/2026 18:23:10,4,4,4,2,3,3,3,3,4,4,4,2,5,4,4,1,3,2,3,4,4.0,3.0,4.0,4.5,2.5,El Ancla Emocional,19,Femenino,Queretaro,N/A
09/07/2026 00:26:37,2,2,2,4,4,4,4,2,4,3,3,2,4,4,4,3,3,3,4,3,2.0,4.0,3.5,3.75,3.25,El Guardián del Método,26,Masculino,Guanajuato,Celaya
25/07/2026 02:08:46,4,4,5,3,5,5,5,2,2,3,2,5,3,3,3,2,2,2,2,4,4.0,4.75,2.0,3.25,2.0,El Arquitecto Silencioso,19,Masculino,Guanajuato,Guanajuato
18/07/2026 20:01:17,2,3,2,4,4,5,4,2,3,3,3,4,3,4,3,1,1,2,2,4,2.25,4.25,2.75,3.75,1.75,El Ejecutor Imparable,33,Masculino,Queretaro,N/A
26/07/2026 23:47:48,4,4,4,2,2,2,2,4,3,3,3,2,5,5,4,2,3,4,2,3,4.0,2.0,3.25,4.5,3.0,El Buen Corazón Distraído,18,Femenino,Guanajuato,Valle de Santiago
10/07/2026 04:19:01,4,3,3,2,2,3,3,2,3,3,2,3,4,3,3,4,4,4,4,1,3.5,3.0,2.75,3.0,4.25,El Introspectivo Profundo,23,Masculino,Guanajuato,Valle de Santiago
13/07/2026 23:46:16,3,3,3,3,4,5,5,2,2,3,2,3,3,4,4,3,3,3,3,4,3.0,4.5,2.5,3.5,2.75,El Arquitecto Silencioso,26,Masculino,Guanajuato,Valle de Santiago
15/07/2026 07:43:04,4,4,3,3,4,4,4,1,2,2,2,4,3,4,3,2,2,2,2,4,3.5,4.25,2.0,3.5,2.0,El Arquitecto Silencioso,28,Femenino,Guanajuato,San Miguel de Allende
09/07/2026 04:54:27,3,3,3,3,3,3,3,3,3,2,3,3,5,5,5,2,4,3,4,2,3.0,3.0,2.75,4.75,3.75,El Empático Reservado,27,Masculino,Guanajuato,Silao
29/07/2026 12:50:52,5,5,5,1,2,2,3,3,4,4,4,2,4,4,4,1,3,4,3,3,5.0,2.5,4.0,4.25,3.25,El Explorador Distraído,31,Femenino,Guanajuato,San Miguel de Allende
10/07/2026 15:07:10,2,3,3,4,5,5,5,2,3,3,3,4,3,3,3,3,2,2,3,4,2.5,4.75,2.75,3.0,2.25,El Ejecutor Imparable,23,Masculino,Guanajuato,Irapuato
12/07/2026 17:58:30,3,3,3,4,4,3,3,1,3,3,3,3,5,4,5,2,3,3,3,2,2.75,3.75,3.0,4.5,3.25,El Guardián Leal,25,Femenino,Queretaro,N/A
07/07/2026 08:16:42,4,4,4,3,4,4,4,1,2,2,2,4,4,4,4,3,3,2,2,3,3.75,4.25,2.0,3.75,2.5,El Arquitecto Silencioso,22,Femenino,Guanajuato,Silao
01/08/2026 02:38:32,3,3,3,3,4,4,4,2,5,5,5,1,5,4,4,3,2,3,2,3,3.0,4.0,5.0,4.0,2.5,El Carismático Estable,24,Femenino,Guanajuato,San Luis de la Paz
14/07/2026 20:31:26,5,5,4,3,3,4,3,4,3,3,4,2,3,4,4,4,2,2,2,3,4.25,3.0,3.5,3.25,2.25,El Visionario Sereno,18,Masculino,Guanajuato,Irapuato
02/08/2026 14:53:53,2,2,1,4,4,4,3,2,3,3,4,3,4,4,4,2,3,3,3,3,1.75,3.75,3.25,4.0,3.0,El Guardián Leal,26,Femenino,Guanajuato,Silao
10/07/2026 11:56:16,4,4,4,1,2,2,2,4,3,3,3,3,2,3,3,3,3,3,3,4,4.25,2.0,3.0,2.75,2.75,El Explorador Distraído,29,Femenino,Guanajuato,Valle de Santiago
30/07/2026 11:52:02,4,4,3,3,3,3,3,4,4,4,3,3,3,3,4,4,4,5,3,2,3.5,2.75,3.5,3.0,4.0,El Sensible Espontáneo,19,Femenino,Guanajuato,San Luis de la Paz
15/07/2026 16:59:30,4,4,3,2,4,4,4,1,3,3,2,3,4,3,3,1,2,3,3,4,3.75,4.25,2.75,3.75,2.5,El Ejecutor Imparable,25,Masculino,Jalisco,N/A
21/07/2026 04:32:48,4,5,5,1,2,2,3,3,4,4,4,1,1,3,2,4,4,3,4,2,4.75,2.5,4.25,2.0,3.75,El Crítico Creativo,28,Masculino,Guanajuato,San Luis de la Paz
13/07/2026 08:35:30,3,4,4,2,2,3,2,4,3,3,3,4,4,3,3,2,4,4,5,1,3.75,2.25,2.75,3.5,4.5,El Sensible Espontáneo,24,Otro,Guanajuato,Celaya
02/08/2026 22:41:25,2,2,2,3,4,5,4,2,3,3,2,4,4,4,4,2,3,3,3,2,2.25,4.25,2.5,4.0,3.25,El Guardián del Método,34,Femenino,Guanajuato,San Miguel de Allende
22/07/2026 21:09:25,3,3,4,2,3,4,3,3,4,5,5,1,5,5,4,3,1,1,1,4,3.5,3.25,4.75,4.25,1.25,El Carismático Estable,26,Femenino,Guanajuato,San Luis de la Paz
09/07/2026 04:13:40,3,3,3,4,3,4,3,3,3,3,2,5,5,5,4,2,1,1,2,3,2.75,3.25,2.25,4.5,1.75,El Ancla Emocional,23,Femenino,Queretaro,N/A
29/07/2026 14:03:01,4,3,4,2,4,5,5,2,3,3,3,5,4,3,4,2,3,3,3,3,3.75,4.5,2.5,3.75,3.0,El Arquitecto Silencioso,18,Femenino,Ciudad de Mexico,N/A
18/07/2026 06:45:40,3,2,3,4,3,4,3,2,5,5,5,2,5,5,4,2,1,2,1,5,2.5,3.5,4.75,4.5,1.25,El Carismático Estable,30,Otro,Guanajuato,San Luis de la Paz
16/07/2026 14:22:33,5,5,5,1,2,3,2,4,3,3,4,4,3,4,4,3,3,3,3,2,5.0,2.25,3.0,3.5,3.25,El Explorador Distraído,30,Otro,Guanajuato,Irapuato
26/07/2026 15:53:58,4,4,4,1,2,1,2,5,4,3,4,2,4,3,4,2,3,3,4,3,4.25,1.5,3.75,3.75,3.25,El Explorador Distraído,27,Femenino,Ciudad de Mexico,N/A
24/07/2026 06:45:24,4,5,4,2,3,3,4,3,4,4,4,3,3,3,3,3,2,2,1,4,4.25,3.25,3.75,3.0,1.75,El Visionario Sereno,18,Masculino,Estado de Mexico,N/A
09/07/2026 13:00:22,3,2,2,2,5,4,5,2,4,4,4,2,5,5,4,2,3,3,3,2,2.75,4.5,4.0,4.5,3.25,El Guardián Leal,27,Masculino,Guanajuato,Salamanca
02/08/2026 02:04:19,2,3,2,2,3,3,3,3,2,2,2,4,3,4,5,2,3,3,3,4,2.75,3.0,2.0,4.0,2.75,El Empático Reservado,30,Femenino,Ciudad de Mexico,N/A
16/07/2026 16:07:09,1,2,1,5,3,3,3,2,3,3,3,4,3,4,4,2,3,3,2,4,1.25,3.25,2.75,3.75,2.5,El Guardián Leal,18,Masculino,Queretaro,N/A
12/07/2026 11:50:47,4,4,4,2,4,3,3,2,4,4,4,3,4,5,5,1,1,2,1,4,4.0,3.5,3.75,4.75,1.5,El Ancla Emocional,25,Masculino,Guanajuato,Dolores Hidalgo
05/07/2026 07:59:52,2,3,2,3,4,4,4,1,4,4,4,3,5,5,5,2,3,4,3,3,2.5,4.25,3.75,4.75,3.25,El Guardián Leal,20,Masculino,Guanajuato,Celaya
10/07/2026 00:20:17,4,4,4,2,5,5,5,1,4,4,4,1,4,4,4,3,2,1,2,3,4.0,5.0,4.25,3.75,2.0,El Ejecutor Imparable,25,Otro,Guanajuato,Salamanca
11/07/2026 09:23:38,3,3,3,2,4,5,4,2,3,2,2,2,3,3,4,3,3,4,3,3,3.25,4.25,2.75,3.25,3.25,El Arquitecto Silencioso,25,Femenino,Guanajuato,Leon
19/07/2026 17:45:18,3,4,3,2,3,3,3,3,3,4,3,2,3,2,2,3,4,4,5,1,3.5,3.0,3.5,2.5,4.5,El Escéptico Emocional,22,Femenino,Jalisco,N/A
02/08/2026 06:01:37,2,3,2,4,3,4,4,3,3,3,4,4,4,4,4,3,2,2,2,4,2.25,3.5,3.0,3.75,2.0,El Ancla Emocional,29,Masculino,Estado de Mexico,N/A
11/07/2026 00:25:07,3,3,3,4,5,5,5,2,2,1,2,4,3,3,3,3,2,3,3,5,2.75,4.75,1.75,3.0,2.25,El Arquitecto Silencioso,23,Masculino,Estado de Mexico,N/A
06/07/2026 15:20:59,3,3,2,1,2,3,2,4,3,4,4,3,5,5,5,2,3,3,3,3,3.25,2.25,3.5,4.75,3.0,El Buen Corazón Distraído,18,Femenino,Jalisco,N/A
02/08/2026 23:01:59,2,2,2,3,3,3,3,5,4,4,4,1,4,4,4,2,3,3,3,2,2.25,2.5,4.25,4.0,3.25,El Alma Práctica de la Fiesta,24,Masculino,Guanajuato,Dolores Hidalgo
23/07/2026 22:33:51,4,3,3,2,4,5,5,2,3,2,3,4,5,4,4,3,3,3,2,4,3.5,4.5,2.5,4.0,2.5,El Arquitecto Silencioso,27,Otro,Guanajuato,Leon
30/07/2026 21:30:30,3,4,3,3,2,2,2,3,4,4,4,2,4,4,4,1,3,3,3,4,3.25,2.25,4.0,4.25,2.75,El Buen Corazón Distraído,21,Femenino,Guanajuato,Guanajuato
26/07/2026 08:28:29,2,3,3,2,3,3,4,2,4,3,4,3,4,3,3,3,2,2,2,2,3.0,3.5,3.5,3.25,2.5,El Carismático Estable,25,Masculino,Guanajuato,San Luis de la Paz
03/08/2026 02:26:08,3,3,4,3,4,4,3,1,2,1,2,5,3,3,3,3,3,4,4,3,3.25,4.0,1.5,3.0,3.5,El Arquitecto Silencioso,21,Femenino,Guanajuato,Irapuato
31/07/2026 04:27:38,4,3,4,3,3,3,4,4,3,3,2,3,4,5,5,1,4,3,3,3,3.5,3.0,2.75,4.75,3.25,El Empático Reservado,19,Femenino,Guanajuato,San Luis de la Paz
05/07/2026 16:45:40,2,3,2,3,5,5,5,2,1,2,2,5,4,3,4,2,4,4,4,4,2.5,4.75,1.5,3.75,3.5,El Arquitecto Silencioso,20,Femenino,Guanajuato,Irapuato
04/08/2026 01:46:31,4,3,4,1,3,3,3,4,3,3,3,3,3,4,4,3,4,3,4,4,4.0,2.75,3.0,3.5,3.25,El Explorador Distraído,23,Masculino,Queretaro,N/A
24/07/2026 14:01:59,3,3,3,4,4,4,5,1,4,4,3,1,4,4,5,2,1,2,2,4,2.75,4.5,4.0,4.25,1.75,El Ejecutor Imparable,21,Masculino,Guanajuato,Dolores Hidalgo
13/07/2026 21:21:32,4,3,3,3,4,4,3,2,4,4,4,1,3,3,2,4,2,3,2,3,3.25,3.75,4.25,2.5,2.5,El Líder Directo,31,Femenino,Jalisco,N/A
21/07/2026 06:37:58,3,3,3,3,4,4,4,2,3,3,3,3,3,3,2,2,4,3,3,4,3.0,4.0,3.0,3.0,3.0,El Guardián del Método,20,Masculino,Guanajuato,Valle de Santiago
31/07/2026 13:26:20,2,1,1,4,4,4,4,3,3,3,3,3,5,5,5,1,3,2,2,4,1.5,3.75,3.0,5.0,2.25,El Guardián Leal,29,Masculino,Ciudad de Mexico,N/A
03/08/2026 19:32:21,4,3,4,2,3,2,3,3,3,3,4,4,3,3,3,3,5,5,5,1,3.75,2.75,3.0,3.0,5.0,El Sensible Espontáneo,30,Femenino,Guanajuato,Dolores Hidalgo
16/07/2026 17:40:49,3,3,4,3,5,5,5,1,2,2,2,3,4,5,4,2,3,3,4,2,3.25,5.0,2.25,4.25,3.5,El Arquitecto Silencioso,32,Masculino,Guanajuato,Celaya
25/07/2026 20:24:52,3,2,3,3,3,3,3,3,3,4,4,2,4,3,3,2,5,5,5,1,2.75,3.0,3.75,3.5,5.0,El Preocupado Metódico,27,Masculino,Guanajuato,Irapuato
30/07/2026 22:02:42,4,4,3,2,3,3,4,2,4,2,3,4,2,2,2,2,4,3,4,1,3.75,3.5,2.75,2.5,4.0,El Escéptico Emocional,28,Masculino,Jalisco,N/A
11/07/2026 11:59:30,3,3,3,3,4,4,5,1,4,4,4,4,4,3,3,1,3,3,3,4,3.0,4.5,3.5,3.75,2.75,El Ejecutor Imparable,25,Masculino,Guanajuato,Silao
07/07/2026 12:14:48,4,5,5,2,3,3,3,3,5,5,5,2,3,4,4,2,2,2,2,4,4.5,3.0,4.75,3.75,2.0,El Carismático Estable,28,Masculino,Guanajuato,Leon
09/07/2026 03:37:46,5,4,4,1,2,2,2,3,4,3,4,3,5,4,3,3,3,3,3,3,4.5,2.25,3.5,3.75,3.0,El Explorador Distraído,27,Masculino,Guanajuato,Irapuato
06/07/2026 15:04:15,4,3,3,4,4,4,4,1,2,1,1,5,4,3,4,1,3,3,2,5,3.0,4.25,1.25,4.0,2.25,El Arquitecto Silencioso,18,Masculino,Guanajuato,Irapuato
20/07/2026 06:51:24,3,4,4,3,2,3,3,4,3,3,2,3,2,3,2,3,4,4,4,2,3.5,2.5,2.75,2.5,4.0,El Sensible Espontáneo,22,Masculino,Guanajuato,Silao
08/07/2026 01:39:56,3,3,3,3,5,5,5,2,3,2,2,4,4,3,3,2,3,3,3,4,3.0,4.75,2.25,3.5,2.75,El Arquitecto Silencioso,25,Masculino,Guanajuato,Dolores Hidalgo
23/07/2026 05:59:51,4,4,4,2,3,3,3,3,4,5,5,2,3,4,3,2,4,3,3,3,4.0,3.0,4.5,3.5,3.25,El Improvisador de Oficio,26,Femenino,Estado de Mexico,N/A
23/07/2026 05:20:20,3,3,3,2,3,4,4,3,3,3,3,3,5,5,5,1,2,2,2,2,3.25,3.5,3.0,5.0,2.5,El Ancla Emocional,31,Femenino,Estado de Mexico,N/A
24/07/2026 07:54:32,4,4,4,2,3,3,4,2,3,3,4,2,4,4,4,2,1,1,1,5,4.0,3.5,3.5,4.0,1.0,El Ancla Emocional,22,Femenino,Guanajuato,Dolores Hidalgo
